Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nationality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,Sem1_Approved_Ratio,Sem2_Approved_Ratio,Evaluation_Rate_Sem1,Grade_Trend,Financial_Risk,Parental_Education_Score
1,17,1,9670,1,1,141.0,1,1,19,8,7,128.8,1,0,0,1,0,0,19,0,0,6,6,6,14.833333333333334,0,0,6,8,6,13.285714285714286,0,8.9,1.4,3.51,Enrolled,1.0,1.0,1.0,-1.5476190476190474,0,20
1,1,1,9500,1,1,133.0,1,3,19,2,8,126.7,0,0,0,1,0,0,19,0,0,7,12,4,12.45,0,0,7,11,5,11.7,0,16.2,0.3,-0.92,Enrolled,0.5714285714285714,0.7142857142857143,1.7142857142857142,-0.75,0,22
1,17,1,9670,1,1,155.0,1,1,19,4,8,134.7,1,0,0,1,0,0,20,0,0,6,8,5,13.4,0,0,6,10,4,13.0,0,12.7,3.7,-1.7,Enrolled,0.8333333333333334,0.6666666666666666,1.3333333333333333,-0.40000000000000036,0,20
1,17,1,9003,1,1,119.0,1,37,37,4,6,113.2,0,0,1,1,0,0,20,0,0,6,8,6,13.333333333333334,0,0,6,8,5,14.0,0,11.1,0.6,2.02,Enrolled,1.0,0.8333333333333334,1.3333333333333333,0.6666666666666661,1,74
1,43,3,9500,1,1,126.0,1,38,37,6,5,124.3,1,0,0,1,0,1,18,0,0,7,8,5,11.98,0,0,7,8,5,11.98,0,7.6,2.6,0.32,Enrolled,0.7142857142857143,0.7142857142857143,1.1428571428571428,0.0,0,75
1,17,3,9147,1,1,118.0,1,1,19,5,7,118.0,0,0,0,1,0,0,20,0,0,5,11,4,11.0,0,0,5,7,5,13.2,0,12.4,0.5,1.79,Enrolled,0.8,1.0,2.2,2.1999999999999993,0,20
1,44,1,9085,1,39,140.0,1,3,1,2,3,140.0,1,0,0,1,0,0,19,0,0,6,10,5,12.666666666666666,0,0,6,19,4,11.75,0,12.4,0.5,1.79,Enrolled,0.8333333333333334,0.6666666666666666,1.6666666666666667,-0.9166666666666661,0,4
1,1,2,9853,1,1,117.0,1,1,38,4,9,109.7,1,0,0,1,0,0,19,0,0,6,9,5,12.2,0,0,6,10,4,13.0,0,9.4,-0.8,-3.12,Enrolled,0.8333333333333334,0.6666666666666666,1.5,0.8000000000000007,0,39
1,39,1,9991,0,1,120.0,1,38,1,9,4,123.2,0,0,0,1,0,0,27,0,0,5,9,3,10.666666666666666,0,0,5,7,4,11.4,0,10.8,1.4,1.74,Enrolled,0.6,0.8,1.8,0.7333333333333343,0,39
1,1,6,9147,1,1,128.0,1,37,37,9,9,116.5,0,0,0,1,0,0,18,0,0,5,9,3,11.666666666666666,0,0,5,15,2,11.0,0,7.6,2.6,0.32,Enrolled,0.6,0.4,1.8,-0.6666666666666661,0,74
1,1,1,9147,1,1,129.0,1,37,38,4,9,121.0,1,0,0,1,0,0,18,0,0,5,8,2,10.5,0,0,5,7,3,12.333333333333334,0,7.6,2.6,0.32,Enrolled,0.4,0.6,1.6,1.833333333333334,0,75
1,1,3,9500,1,1,143.0,1,37,38,7,7,133.8,1,0,0,1,0,0,18,0,0,8,8,8,14.26875,0,0,8,8,8,14.26875,0,9.4,-0.8,-3.12,Enrolled,1.0,1.0,1.0,0.0,0,75
1,1,1,9147,1,1,130.0,1,19,37,9,9,131.8,1,0,0,1,0,1,19,0,0,5,8,2,10.5,0,0,5,11,3,13.333333333333334,0,7.6,2.6,0.32,Enrolled,0.4,0.6,1.6,2.833333333333334,0,56
1,1,1,9238,1,1,135.0,1,37,1,3,5,121.0,0,0,0,1,0,0,21,0,0,6,11,5,11.2,0,0,6,15,1,10.0,0,7.6,2.6,0.32,Enrolled,0.8333333333333334,0.16666666666666666,1.8333333333333333,-1.1999999999999993,0,38
1,53,1,9085,1,42,140.0,1,1,1,5,5,143.3,1,0,0,0,0,0,23,0,7,12,19,9,13.666666666666666,0,4,9,15,6,13.5,0,8.9,1.4,3.51,Enrolled,0.75,0.6666666666666666,1.5833333333333333,-0.16666666666666607,1,2
1,1,4,9238,1,1,125.0,1,19,38,9,6,114.9,1,0,1,1,0,1,19,0,0,6,9,5,11.4,0,0,6,9,3,10.0,0,8.9,1.4,3.51,Enrolled,0.8333333333333334,0.5,1.5,-1.4000000000000004,1,57
1,1,1,9238,1,1,135.0,1,37,19,5,10,121.0,0,0,1,1,0,0,18,0,0,6,10,5,10.6,0,0,6,14,2,10.0,0,7.6,2.6,0.32,Enrolled,0.8333333333333334,0.3333333333333333,1.6666666666666667,-0.5999999999999996,1,56
1,1,1,9500,1,1,117.0,1,19,19,194,193,117.4,1,0,0,1,0,0,19,0,0,7,12,5,11.8,0,0,7,9,6,11.708333333333334,0,11.1,0.6,2.02,Enrolled,0.7142857142857143,0.8571428571428571,1.7142857142857142,-0.09166666666666679,0,38
1,1,1,9853,1,1,133.0,1,37,19,7,7,126.7,1,0,0,1,0,0,18,0,0,6,9,5,11.833333333333334,0,0,6,6,4,12.0,0,15.5,2.8,-4.06,Enrolled,0.8333333333333334,0.6666666666666666,1.5,0.16666666666666607,0,56
1,1,1,9254,1,1,140.0,1,19,19,9,3,130.0,0,0,0,1,1,0,21,0,0,6,8,6,12.571428571428571,0,0,6,10,4,13.0,0,12.7,3.7,-1.7,Enrolled,1.0,0.6666666666666666,1.3333333333333333,0.4285714285714288,0,38
1,1,1,9254,1,1,154.0,1,3,1,2,1,137.2,0,0,0,1,1,0,20,0,0,6,12,3,10.0,0,0,6,9,5,10.8,0,15.5,2.8,-4.06,Enrolled,0.5,0.8333333333333334,2.0,0.8000000000000007,0,4
1,44,1,9085,1,39,130.0,1,2,2,6,6,130.0,0,0,0,0,1,0,20,0,2,6,10,5,13.2,0,1,6,21,3,12.0,0,12.4,0.5,1.79,Enrolled,0.8333333333333334,0.5,1.6666666666666667,-1.1999999999999993,1,4
2,42,1,9991,0,6,123.0,1,37,37,9,9,123.0,0,0,0,1,1,0,37,0,0,5,10,5,15.8,0,0,5,5,5,17.6,0,9.4,-0.8,-3.12,Enrolled,1.0,1.0,2.0,1.8000000000000007,0,74
1,43,1,9670,1,1,142.0,1,38,1,8,10,138.5,1,0,0,1,1,0,18,0,0,6,16,5,13.8,0,0,6,7,5,12.4,0,13.9,-0.3,0.79,Enrolled,0.8333333333333334,0.8333333333333334,2.6666666666666665,-1.4000000000000004,0,39
1,1,1,9254,1,1,115.0,1,19,1,3,7,113.6,0,0,0,1,1,0,23,0,0,6,10,6,13.0,0,0,6,9,6,12.0,0,11.1,0.6,2.02,Enrolled,1.0,1.0,1.6666666666666667,-1.0,0,20
1,43,1,9670,1,1,141.0,1,3,2,2,2,133.3,1,0,0,1,1,0,18,0,0,6,13,4,13.75,0,0,6,8,5,11.2,0,13.9,-0.3,0.79,Enrolled,0.6666666666666666,0.8333333333333334,2.1666666666666665,-2.5500000000000007,0,5
1,43,1,9773,1,1,140.0,1,3,37,3,7,116.9,0,0,0,1,1,0,32,0,6,11,15,7,11.285714285714286,0,5,7,10,6,12.333333333333334,0,13.9,-0.3,0.79,Enrolled,0.6363636363636364,0.8571428571428571,1.3636363636363635,1.0476190476190474,0,40
1,1,1,171,1,1,137.0,1,1,3,3,7,146.5,1,0,1,1,1,0,19,0,6,12,13,11,12.0,0,4,11,15,10,11.181818181818182,0,8.9,1.4,3.51,Enrolled,0.9166666666666666,0.9090909090909091,1.0833333333333333,-0.8181818181818183,1,4
1,5,1,171,1,1,137.0,1,3,19,1,10,144.7,1,0,0,1,1,0,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,-0.92,Enrolled,0.0,0.0,0.0,0.0,0,22
1,15,1,9147,1,1,133.1,21,1,3,192,3,100.0,0,0,1,1,1,0,40,1,0,5,10,1,11.0,0,0,5,10,1,10.0,0,11.1,0.6,2.02,Enrolled,0.2,0.2,2.0,-1.0,1,4
1,1,4,9147,1,1,120.0,1,38,38,5,10,111.3,0,0,0,1,1,0,20,0,0,5,8,5,10.2,0,0,5,7,5,11.2,0,12.4,0.5,1.79,Enrolled,1.0,1.0,1.6,1.0,0,76
1,44,1,9130,1,39,150.0,1,1,1,4,4,150.0,1,0,0,1,0,0,20,0,0,5,7,4,12.0,1,0,5,6,4,12.4,0,10.8,1.4,1.74,Enrolled,0.8,0.8,1.4,0.40000000000000036,0,2
1,1,3,9500,1,1,136.0,1,1,19,4,9,131.1,1,0,0,1,0,0,19,0,0,7,9,6,13.411428571428573,0,0,8,12,7,13.294444444444444,0,15.5,2.8,-4.06,Enrolled,0.8571428571428571,0.875,1.2857142857142858,-0.11698412698412852,0,20
1,1,1,9085,1,1,126.0,1,3,1,2,8,123.9,1,0,0,1,0,0,19,0,0,6,13,4,11.8,0,0,6,18,4,12.2,0,12.4,0.5,1.79,Enrolled,0.6666666666666666,0.6666666666666666,2.1666666666666665,0.3999999999999986,0,4
1,17,1,9853,1,1,119.0,1,3,3,132,132,110.6,0,0,0,1,0,0,20,0,0,7,9,6,11.833333333333334,0,0,7,7,6,14.333333333333334,0,11.1,0.6,2.02,Enrolled,0.8571428571428571,0.8571428571428571,1.2857142857142858,2.5,0,6
1,1,3,9500,1,1,154.0,1,3,3,1,3,129.0,1,0,0,1,0,0,18,0,0,8,9,6,13.345,2,0,8,9,6,13.345,2,9.4,-0.8,-3.12,Enrolled,0.75,0.75,1.125,0.0,0,6
1,1,1,9853,1,1,127.0,1,3,1,3,7,137.2,1,0,0,1,0,0,18,0,0,6,7,6,12.166666666666666,0,0,6,10,4,12.75,0,10.8,1.4,1.74,Enrolled,1.0,0.6666666666666666,1.1666666666666667,0.5833333333333339,0,4
1,53,1,9070,1,42,130.0,1,40,19,3,5,130.0,1,0,0,0,0,1,22,0,0,6,8,6,11.0,0,0,6,10,4,12.0,0,8.9,1.4,3.51,Enrolled,1.0,0.6666666666666666,1.3333333333333333,1.0,1,59
1,17,2,9147,1,1,118.0,1,19,1,9,3,113.5,1,0,1,1,0,0,20,0,0,5,10,2,11.5,0,0,5,8,3,10.0,0,11.1,0.6,2.02,Enrolled,0.4,0.6,2.0,-1.5,1,20
1,1,1,9130,1,1,143.0,1,3,3,2,10,141.3,0,0,1,0,0,0,23,0,0,6,10,6,14.0,0,0,6,11,4,13.0,0,11.1,0.6,2.02,Enrolled,1.0,0.6666666666666666,1.6666666666666667,-1.0,1,6
1,1,5,9070,1,1,123.0,1,3,1,9,3,121.3,1,0,0,1,0,0,20,0,0,6,6,6,11.166666666666666,0,0,6,9,6,11.5,0,12.4,0.5,1.79,Enrolled,1.0,1.0,1.0,0.3333333333333339,0,4
1,51,1,9147,1,1,130.0,1,1,1,4,4,120.0,0,0,0,1,0,0,21,0,0,5,9,5,12.8,0,0,5,11,3,12.666666666666666,0,11.1,0.6,2.02,Enrolled,1.0,0.6,1.8,-0.13333333333333464,0,2
1,17,1,9070,1,1,136.0,1,1,37,4,5,130.8,0,0,0,1,0,0,20,0,0,6,6,6,12.5,0,0,6,8,6,11.5,0,10.8,1.4,1.74,Enrolled,1.0,1.0,1.0,-1.0,0,38
1,17,2,9500,1,1,132.0,1,19,37,3,5,125.4,1,0,0,0,0,1,20,0,0,7,7,7,13.462857142857144,0,0,8,10,7,13.164285714285716,0,11.1,0.6,2.02,Enrolled,1.0,0.875,1.0,-0.29857142857142804,1,56
1,1,1,9085,1,1,140.0,6,1,19,4,7,131.6,1,0,0,1,0,0,20,1,0,7,9,6,14.714285714285714,0,1,7,16,6,13.2,0,12.4,0.5,1.79,Enrolled,0.8571428571428571,0.8571428571428571,1.2857142857142858,-1.5142857142857142,0,20
1,43,1,9130,1,1,120.0,6,1,3,9,2,120.0,0,0,1,1,0,0,21,1,2,5,9,5,13.2,2,0,5,7,2,12.5,2,10.8,1.4,1.74,Enrolled,1.0,0.4,1.8,-0.6999999999999993,1,4
1,1,3,9119,1,1,133.0,1,3,1,3,4,121.8,1,0,0,1,1,0,18,0,0,5,9,4,12.0,0,0,5,10,2,11.0,0,8.9,1.4,3.51,Enrolled,0.8,0.4,1.8,-1.0,0,4
1,51,1,9556,1,1,131.0,1,1,37,152,193,126.6,1,0,0,1,1,0,23,0,0,7,11,5,12.414285714285713,0,0,7,13,2,13.5,0,8.9,1.4,3.51,Enrolled,0.7142857142857143,0.2857142857142857,1.5714285714285714,1.0857142857142872,0,38
1,17,1,9147,1,1,116.0,1,3,1,3,4,115.7,0,0,0,0,1,0,22,0,0,5,10,4,11.5,0,0,5,11,4,14.0,0,8.9,1.4,3.51,Enrolled,0.8,0.8,2.0,2.5,1,4
1,1,1,9085,1,1,122.0,1,1,1,2,5,113.3,1,0,0,1,0,0,18,0,0,5,9,4,14.25,0,0,5,8,5,12.714285714285714,0,10.8,1.4,1.74,Enrolled,0.8,1.0,1.8,-1.5357142857142865,0,2
1,5,2,9853,1,1,122.0,1,19,19,4,5,112.6,1,0,0,1,0,0,22,0,0,6,10,5,12.6,0,0,6,9,4,11.25,0,12.7,3.7,-1.7,Enrolled,0.8333333333333334,0.6666666666666666,1.6666666666666667,-1.3499999999999996,0,38
1,17,4,9119,1,1,127.0,1,19,19,5,5,120.4,1,0,1,0,1,0,18,0,0,5,12,0,0.0,0,0,5,8,0,0.0,0,9.4,-0.8,-3.12,Enrolled,0.0,0.0,2.4,0.0,1,38
1,1,1,9556,1,1,135.0,1,1,1,1,1,131.5,0,0,0,1,1,1,21,0,0,7,14,5,11.2,0,0,8,11,6,11.583333333333334,0,16.2,0.3,-0.92,Enrolled,0.7142857142857143,0.75,2.0,0.38333333333333464,0,2
1,1,1,9254,1,1,112.0,1,38,19,9,5,113.8,1,0,0,1,0,0,21,0,0,6,10,6,10.833333333333334,0,0,6,10,4,11.0,0,7.6,2.6,0.32,Enrolled,1.0,0.6666666666666666,1.6666666666666667,0.16666666666666607,0,57
1,17,5,9238,1,1,130.0,1,19,1,5,5,130.0,1,0,0,1,0,0,20,0,0,6,8,4,11.25,0,0,6,15,3,10.0,0,9.4,-0.8,-3.12,Enrolled,0.6666666666666666,0.5,1.3333333333333333,-1.25,0,20
4,39,1,9991,0,1,120.0,1,37,37,9,9,110.0,0,0,0,1,0,0,37,0,0,5,14,2,10.0,0,0,5,7,3,11.333333333333334,0,12.7,3.7,-1.7,Enrolled,0.4,0.6,2.8,1.333333333333334,0,74
2,39,1,8014,0,1,133.1,1,37,37,6,8,100.0,0,0,1,1,0,0,37,0,3,8,12,7,11.375,0,2,7,10,6,12.166666666666666,0,13.9,-0.3,0.79,Enrolled,0.875,0.8571428571428571,1.5,0.7916666666666661,1,74
1,39,1,9085,1,1,140.0,1,37,19,191,163,129.3,1,0,1,1,0,0,28,0,0,6,17,0,0.0,0,0,6,6,0,0.0,0,8.9,1.4,3.51,Enrolled,0.0,0.0,2.8333333333333335,0.0,1,56
1,1,5,9147,1,1,125.0,1,37,38,7,7,122.2,1,0,0,1,0,0,18,0,0,5,9,1,11.0,0,0,5,9,2,12.5,0,7.6,2.6,0.32,Enrolled,0.2,0.4,1.8,1.5,0,75
1,39,1,9500,1,1,100.0,1,3,1,2,5,121.3,1,0,0,1,0,0,34,0,0,8,11,7,11.705714285714285,0,0,8,11,7,11.705714285714285,0,10.8,1.4,1.74,Enrolled,0.875,0.875,1.375,0.0,0,4
1,44,1,9991,0,39,150.0,1,37,37,6,6,150.0,0,0,0,1,0,0,31,0,2,6,8,6,12.0,0,2,7,8,7,13.428571428571429,0,9.4,-0.8,-3.12,Enrolled,1.0,1.0,1.3333333333333333,1.4285714285714288,0,74
1,1,1,9773,1,1,145.0,1,19,38,4,10,131.7,1,0,0,1,0,0,18,0,0,6,7,6,12.666666666666666,0,0,6,8,4,12.25,0,7.6,2.6,0.32,Enrolled,1.0,0.6666666666666666,1.1666666666666667,-0.4166666666666661,0,57
2,39,1,9238,1,19,133.1,1,37,37,9,9,130.0,1,0,0,1,0,0,31,0,0,6,11,0,0.0,0,0,5,10,0,0.0,0,9.4,-0.8,-3.12,Enrolled,0.0,0.0,1.8333333333333333,0.0,0,74
1,1,2,9119,1,1,149.0,1,38,38,5,5,141.0,0,0,0,1,1,0,18,0,0,5,9,2,11.666666666666666,0,0,5,9,2,12.5,2,7.6,2.6,0.32,Enrolled,0.4,0.4,1.8,0.8333333333333339,0,76
1,39,1,9119,1,1,150.0,1,1,38,3,5,120.0,0,0,0,1,1,0,24,0,0,5,6,3,10.666666666666666,0,0,5,9,2,10.5,0,15.5,2.8,-4.06,Enrolled,0.6,0.4,1.2,-0.16666666666666607,0,39
1,17,3,9119,1,1,120.0,1,1,19,9,3,116.9,1,0,1,0,1,0,18,0,0,5,10,3,12.0,0,0,5,8,3,10.333333333333334,0,8.9,1.4,3.51,Enrolled,0.6,0.6,2.0,-1.666666666666666,1,20
2,39,1,9991,0,1,100.0,1,19,19,4,4,113.0,0,0,0,1,1,1,41,0,0,5,9,4,11.0,0,0,5,6,5,11.4,0,8.9,1.4,3.51,Enrolled,0.8,1.0,1.8,0.40000000000000036,0,38
2,39,1,9991,0,1,130.0,1,38,38,9,3,145.6,0,0,0,1,1,0,34,0,0,5,10,4,11.75,0,0,5,10,4,10.833333333333334,0,13.9,-0.3,0.79,Enrolled,0.8,0.8,2.0,-0.9166666666666661,0,76
1,1,3,9500,1,1,113.0,1,3,1,134,135,107.8,1,0,0,1,0,1,20,0,0,7,10,5,14.46,0,0,7,8,6,13.55,0,12.4,0.5,1.79,Enrolled,0.7142857142857143,0.8571428571428571,1.4285714285714286,-0.9100000000000001,0,4
1,44,1,9085,1,39,130.0,6,19,1,6,4,130.0,1,0,0,1,0,0,22,1,0,6,12,5,12.8,0,0,6,19,2,11.5,0,12.4,0.5,1.79,Enrolled,0.8333333333333334,0.3333333333333333,2.0,-1.3000000000000007,0,20
1,1,1,9853,1,1,120.0,1,19,37,5,7,115.1,0,0,0,1,0,1,18,0,0,6,11,4,12.0,0,0,6,8,4,10.75,0,15.5,2.8,-4.06,Enrolled,0.6666666666666666,0.6666666666666666,1.8333333333333333,-1.25,0,56
1,1,3,9070,1,1,125.0,1,1,38,9,7,118.0,0,0,0,1,0,1,18,0,0,6,6,6,14.333333333333334,0,0,6,7,6,14.0,0,11.1,0.6,2.02,Enrolled,1.0,1.0,1.0,-0.3333333333333339,0,39
1,1,1,9853,1,1,124.0,1,3,1,2,5,121.6,0,0,0,1,0,0,18,0,0,6,9,5,12.333333333333334,0,0,6,10,5,10.6,0,15.5,2.8,-4.06,Enrolled,0.8333333333333334,0.8333333333333334,1.5,-1.7333333333333343,0,4
1,1,1,9853,1,1,163.0,1,19,1,5,10,146.6,1,0,1,1,0,0,18,0,0,6,9,5,13.6,0,0,6,10,4,11.75,0,9.4,-0.8,-3.12,Enrolled,0.8333333333333334,0.6666666666666666,1.5,-1.8499999999999996,1,20
1,1,1,9853,1,1,145.0,1,38,37,5,5,142.2,0,0,0,1,0,0,19,0,0,6,9,4,12.5,0,0,6,9,5,12.5,0,9.4,-0.8,-3.12,Enrolled,0.6666666666666666,0.8333333333333334,1.5,0.0,0,75
1,51,1,9070,1,1,117.0,1,5,1,2,10,120.0,1,0,0,1,0,0,21,0,0,6,7,5,12.2,0,0,6,7,4,12.6,0,8.9,1.4,3.51,Enrolled,0.8333333333333334,0.6666666666666666,1.1666666666666667,0.40000000000000036,0,6
1,17,2,9853,1,1,114.0,1,1,1,4,0,108.8,1,0,0,1,0,0,18,0,0,7,11,5,11.4,0,0,7,9,6,13.333333333333334,0,13.9,-0.3,0.79,Enrolled,0.7142857142857143,0.8571428571428571,1.5714285714285714,1.9333333333333336,0,2
1,43,1,171,1,1,133.0,1,19,19,5,7,133.0,0,0,0,1,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,Enrolled,0.0,0.0,0.0,0.0,0,38
1,1,2,9853,1,1,121.0,1,38,38,7,5,120.0,1,0,0,1,0,0,18,0,0,6,10,3,12.0,0,0,6,8,4,10.25,0,10.8,1.4,1.74,Enrolled,0.5,0.6666666666666666,1.6666666666666667,-1.75,0,76
1,43,1,9147,1,1,123.0,1,3,19,9,9,113.2,0,0,0,1,0,0,21,0,3,10,18,6,11.166666666666666,2,4,10,16,7,10.571428571428571,0,7.6,2.6,0.32,Enrolled,0.6,0.7,1.8,-0.5952380952380949,0,22
1,1,2,9500,1,1,113.0,1,38,19,9,7,106.7,1,0,0,1,0,1,20,0,0,7,10,5,12.62,0,0,7,8,6,12.5,0,11.1,0.6,2.02,Enrolled,0.7142857142857143,0.8571428571428571,1.4285714285714286,-0.11999999999999922,0,57
1,39,1,9991,0,1,120.0,1,38,38,3,3,140.0,0,0,0,1,0,0,25,0,0,5,11,3,10.666666666666666,0,0,5,11,3,11.333333333333334,0,15.5,2.8,-4.06,Enrolled,0.6,0.6,2.2,0.6666666666666679,0,76
1,39,2,9556,1,1,130.0,1,37,37,9,9,159.0,1,0,0,1,0,0,25,0,0,7,11,7,11.857142857142858,0,0,8,21,5,11.7,0,12.4,0.5,1.79,Enrolled,1.0,0.625,1.5714285714285714,-0.15714285714285836,0,74
1,39,1,9238,1,1,170.0,1,38,19,9,9,140.0,1,0,0,1,0,0,24,0,0,6,9,4,15.75,0,0,6,10,5,16.4,0,9.4,-0.8,-3.12,Enrolled,0.6666666666666666,0.8333333333333334,1.5,0.6499999999999986,0,57
1,1,1,9147,1,1,138.0,1,37,37,194,171,131.0,1,0,0,1,0,0,19,0,0,5,9,4,11.0,0,0,5,8,3,10.666666666666666,0,12.4,0.5,1.79,Enrolled,0.8,0.6,1.8,-0.3333333333333339,0,74
1,17,6,9147,1,1,121.0,1,19,38,7,9,123.8,0,0,0,1,0,1,19,0,0,5,5,5,12.4,0,0,5,8,3,11.0,0,12.7,3.7,-1.7,Enrolled,1.0,0.6,1.0,-1.4000000000000004,0,57
1,16,2,9147,1,1,132.0,1,37,37,9,9,122.6,1,0,0,1,0,1,20,0,0,5,8,3,12.0,0,0,5,9,4,12.625,0,10.8,1.4,1.74,Enrolled,0.6,0.8,1.6,0.625,0,74
1,1,1,171,1,1,131.0,1,19,38,4,5,132.8,1,0,0,1,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Enrolled,0.0,0.0,0.0,0.0,0,57
1,18,2,9853,1,1,120.0,1,1,1,9,0,115.8,0,0,0,1,0,0,18,0,0,7,12,6,12.0,0,0,7,11,6,12.166666666666666,0,13.9,-0.3,0.79,Enrolled,0.8571428571428571,0.8571428571428571,1.7142857142857142,0.16666666666666607,0,2
1,17,3,9147,1,1,112.0,1,1,19,3,5,107.8,1,0,0,1,0,0,19,0,0,5,7,3,10.333333333333334,0,0,5,11,3,14.428571428571429,0,10.8,1.4,1.74,Enrolled,0.6,0.6,1.4,4.095238095238095,0,20
1,1,1,9500,1,1,138.0,1,38,1,9,4,127.5,1,0,0,1,0,0,19,0,0,7,10,5,12.94,0,0,7,7,5,13.76,0,16.2,0.3,-0.92,Enrolled,0.7142857142857143,0.7142857142857143,1.4285714285714286,0.8200000000000003,0,39
1,1,1,9147,1,1,118.0,1,1,2,10,10,117.3,1,0,0,1,0,0,19,0,0,5,9,4,12.25,0,0,5,10,4,12.0,0,8.9,1.4,3.51,Enrolled,0.8,0.8,1.8,-0.25,0,3
4,7,1,9500,1,40,130.0,1,37,37,3,3,130.0,1,0,0,1,0,0,32,0,0,7,16,4,13.625,0,0,7,8,7,12.6375,0,12.4,0.5,1.79,Enrolled,0.5714285714285714,1.0,2.2857142857142856,-0.9875000000000007,0,74
1,39,1,9991,0,1,130.0,1,1,1,4,10,115.2,0,0,0,1,1,0,24,0,0,5,5,4,12.0,0,0,5,6,5,12.666666666666666,0,12.4,0.5,1.79,Enrolled,0.8,1.0,1.0,0.6666666666666661,0,2
1,1,2,9500,1,1,133.1,1,19,38,192,192,96.0,1,0,0,1,0,0,19,0,0,7,10,6,13.598333333333334,0,0,8,11,6,11.933333333333332,0,11.1,0.6,2.02,Enrolled,0.8571428571428571,0.75,1.4285714285714286,-1.6650000000000027,0,57
2,7,1,9500,1,3,120.0,1,37,19,9,7,120.0,1,0,0,1,0,0,45,0,7,11,11,11,12.7,0,6,10,12,10,12.96818181818182,0,13.9,-0.3,0.79,Enrolled,1.0,1.0,1.0,0.2681818181818212,0,56
1,17,1,9853,1,1,125.0,1,19,19,4,7,128.5,1,0,0,1,0,0,18,0,0,7,9,6,11.5,0,0,7,8,7,12.714285714285714,0,13.9,-0.3,0.79,Enrolled,0.8571428571428571,1.0,1.2857142857142858,1.2142857142857135,0,38
2,39,1,9003,1,19,133.1,1,19,37,9,10,120.0,0,0,1,1,0,0,37,0,0,6,10,6,12.875,0,0,6,12,6,12.9,0,16.2,0.3,-0.92,Enrolled,1.0,1.0,1.6666666666666667,0.025000000000000355,1,56
1,17,1,9238,1,1,123.0,1,1,1,9,9,113.2,0,0,0,1,0,1,20,0,0,6,11,4,10.75,0,0,6,13,5,11.5,0,15.5,2.8,-4.06,Enrolled,0.6666666666666666,0.8333333333333334,1.8333333333333333,0.75,0,2
1,1,4,9500,1,1,126.0,1,19,19,7,9,121.3,1,0,0,1,0,1,18,0,0,7,9,6,13.533333333333331,0,0,7,7,7,12.228571428571428,0,12.4,0.5,1.79,Enrolled,0.8571428571428571,1.0,1.2857142857142858,-1.3047619047619037,0,38
1,53,1,9085,1,42,140.0,1,1,1,4,3,140.0,1,0,1,1,0,0,21,0,7,9,10,8,13.25,0,4,9,14,5,12.2,0,8.9,1.4,3.51,Enrolled,0.8888888888888888,0.5555555555555556,1.1111111111111112,-1.0500000000000007,1,2
1,39,1,9119,1,19,133.1,1,1,19,4,5,100.0,0,0,0,1,1,0,25,0,0,5,13,1,11.0,0,0,5,11,1,10.0,0,13.9,-0.3,0.79,Enrolled,0.2,0.2,2.6,-1.0,0,20
1,53,1,9670,1,42,140.0,1,19,37,3,6,140.0,1,0,1,1,0,0,21,0,0,6,12,1,12.0,0,0,6,11,1,11.0,0,8.9,1.4,3.51,Enrolled,0.16666666666666666,0.16666666666666666,2.0,-1.0,1,56
1,43,1,9085,1,1,170.0,1,19,19,5,1,170.0,1,0,0,1,0,0,19,0,0,5,5,0,0.0,5,0,5,7,4,14.75,1,12.7,3.7,-1.7,Enrolled,0.0,0.8,1.0,14.75,0,38
1,53,1,9991,0,1,140.0,1,38,38,191,193,135.0,0,0,1,1,0,0,23,0,6,11,18,8,12.375,0,3,9,15,5,12.6,0,8.9,1.4,3.51,Enrolled,0.7272727272727273,0.5555555555555556,1.6363636363636365,0.22499999999999964,1,76
1,17,1,9773,1,1,121.0,1,37,19,9,10,113.7,0,0,0,1,0,0,18,0,0,6,8,5,12.6,0,0,6,10,6,12.428571428571429,0,15.5,2.8,-4.06,Enrolled,0.8333333333333334,1.0,1.3333333333333333,-0.17142857142857082,0,56
1,39,1,8014,0,1,133.1,1,1,12,4,5,116.5,0,0,0,1,1,1,24,0,0,6,6,4,12.25,0,0,6,10,4,11.5,0,12.4,0.5,1.79,Enrolled,0.6666666666666666,0.6666666666666666,1.0,-0.75,0,13
